Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"mscorlib.dll!Mono.Globalization.Unicode::SimpleCollator.Level2()";0.0168;0.0168;0.0168;61925;61925;61925;33;41;0.0167999994009733;0.0168;0.0168;0.0168;36;36;36;36;1;61925;0.0002;0.0013;61925;61925;0
"mscorlib.dll!System.Runtime.InteropServices::GCHandle.CanDereferenceHandle()";0.01679998;0;0.2637018;61302;62085;61570;8;36;42.5868186536172;0.02129341;0.01089999;0.02669996;613073;271;3;1275;2000;60314;0;0.2158;60314;61244;0.01309999
"System.Core.dll!System.Linq::Enumerable.Any()";0.0167;0.0167;0.0167;61925;61925;61925;40;44;0.0166999995708466;0.0167;0.0167;0.0167;15;15;15;15;1;61925;0.0005;0.0019;61925;61925;0
"mscorlib.dll!System.Reflection::FieldInfo.get_MemberType()";0.01669998;0.01669998;0.01669998;61925;61925;61925;33;52;0.0166999828070402;0.01669998;0.01669998;0.01669998;304;304;304;304;1;61925;0;0.0014;61925;61925;0
"TilemapRenderer.CameraBoundsCheck";0.0166;0.0113;0.2688;60948;60446;61159;4;4;33.1422998746857;0.01913528;0.0146;0.0195;5196;3;3;3;1732;60314;0.0017;0.1894;60662;61159;0.018
"System.Core.dll!System.Linq::Enumerable.Where()";0.0166;0.0166;0.0166;61925;61925;61925;36;43;0.0165999997407198;0.0166;0.0166;0.0166;9;9;9;9;1;61925;0.0006;0.0032;61925;61925;0
"mscorlib.dll!System::Array.Resize()";0.0166;0.0103;0.0322;62046;60824;61925;15;45;0.0590999983251095;0.0197;0.0103;0.0166;49;7;7;35;3;60824;0;0.0053;61925;62046;0
"UnityEngine.UI.dll!UnityEngine.UI::Image.get_multipliedPixelsPerUnit()";0.0165;0.0077;0.2822;61397;60605;61570;15;15;26.5289000337943;0.02043829;0.0104;0.0245;5014;4;2;16;1298;60314;0.0035;0.0697;60318;61433;0.0084
"Newtonsoft.Json.dll!Newtonsoft.Json.Serialization::JsonPrimitiveContract..ctor()";0.0165;0.0165;0.0165;61925;61925;61925;36;36;0.016499999910593;0.0165;0.0165;0.0165;1;1;1;1;1;61925;0.0165;0.0165;61925;61925;0
"System.Core.dll!System.Collections.Generic::HashSet`1.InternalGetHashCode()";0.0165;0.0017;6.879802;61426;61982;61031;8;34;41.6730012025218;0.02604563;0.009299999;0.02859998;96036;45;4;275;1600;60314;0.0002;6.8539;60314;61031;0.02419999
"Profiler.RequestScreenshot";0.0164;0.0123;0.2027;61601;62306;62141;5;5;2.95879998803139;0.02224662;0.0142;0.0204;133;1;1;1;133;60326;0.0123;0.2027;62306;62141;0
"UnityEngine.TextCoreFontEngineModule.dll!UnityEngine.TextCore.LowLevel::FontEngine.GetLigatureSubstitutionRecords()";0.0164;0.0164;0.0164;61925;61925;61925;22;23;0.0164000000804663;0.0164;0.0164;0.0164;4;4;4;4;1;61925;0.0028;0.0055;61925;61925;0
"mscorlib.dll!System.Reflection::RuntimeMethodInfo.GetMethodFromHandleNoGenericCheck()";0.0163;0.0163;0.1447001;62046;62046;61925;15;53;0.161000082269311;0.08050004;0.0163;0.0163;144;17;17;127;2;61925;0.0003;0.0043;62046;61925;0
"UnityEngine.UI.dll!UnityEngine.UI::Selectable.OnSelect()";0.0163;0.0156;0.0176;60680;62041;60356;16;16;0.0494999997317791;0.0165;0.0156;0.0163;3;1;1;1;3;60356;0.0156;0.0176;62041;60356;0
"UnityEngine.UI.dll!UnityEngine.UI.Collections::IndexedSet`1.Swap()";0.0162;0.0084;0.4672005;60557;60815;62046;13;34;1.36070048622787;0.03239763;0.0103;0.0291;327;3;2;121;42;60318;0.0031;0.0099;62046;62046;0
"UnityEngine.IMGUIModule.dll!UnityEngine::GUILayoutGroup..ctor()";0.0162;0.0128;0.1225;61158;61096;61088;6;7;31.7425999063998;0.01832714;0.0143;0.0191;3538;2;2;6;1732;60314;0.0036;0.0723;60635;61088;0.025
"mscorlib.dll!System::DefaultBinder.BindToMethod()";0.0162;0.0162;0.0162;61925;61925;61925;47;50;0.0162000004202127;0.0162;0.0162;0.0162;2;2;2;2;1;61925;0.0071;0.0091;61925;61925;0
"UnityEngine.UI.dll!UnityEngine.UI::MaskUtilities.FindRootSortOverrideCanvas()";0.0162;0.0144;0.086;60380;60876;62046;15;15;0.486899994313717;0.02705;0.0151;0.0223;58;2;2;12;18;60318;0.0063;0.0269;61433;61925;0
"mscorlib.dll!::ListBuilder`1.ToArray()";0.0161;0.0161;0.0161;61925;61925;61925;37;51;0.016100000590086;0.0161;0.0161;0.0161;38;38;38;38;1;61925;0.0001;0.001;61925;61925;0
"SceneManager.LoadSceneAsyncInto";0.0161;0.0161;0.0161;62045;62045;62045;24;24;0.016100000590086;0.0161;0.0161;0.0161;1;1;1;1;1;62045;0.0161;0.0161;62045;62045;0
"Newtonsoft.Json.dll!Newtonsoft.Json.Serialization::DefaultContractResolver.ShouldSkipDeserialized()";0.016;0.016;0.016;61925;61925;61925;38;41;0.0159999988973141;0.016;0.016;0.016;5;5;5;5;1;61925;0.0016;0.0084;61925;61925;0
"Newtonsoft.Json.dll!Newtonsoft.Json::JsonTextWriter.Close()";0.016;0.016;0.016;61925;61925;61925;25;27;0.0159999988973141;0.016;0.016;0.016;6;6;6;6;1;61925;0.0021;0.0035;61925;61925;0
"UnityEngine.UI.dll!UnityEngine.UI::CanvasUpdateRegistry.RegisterCanvasElementForGraphicRebuild()";0.0159;0.007;0.1625;60460;60526;62046;8;29;24.7309998911805;0.01890749;0.0107;0.0221;2947;2;1;48;1308;60314;0.0028;0.064;62046;60538;0.0077
"mscorlib.dll!System.Collections.Generic::ArraySortHelper`1.IntroSort()";0.0159;0.0055;0.9501;60677;62134;61925;13;47;3.63299997337162;0.02343871;0.0146;0.0199;311;2;2;3;155;60343;0.002;0.944;62134;61925;0
"UnityEngine.UI.dll!UnityEngine.UI::Image.get_pixelsPerUnit()";0.0159;0.0074;0.2746;61240;60578;61570;16;22;25.5705998651683;0.0197;0.01;0.0237;5016;4;2;16;1298;60314;0.0034;0.0695;60318;61433;0.0081
"UnityEngine.UI.dll!UnityEngine.UI::Image.get_preferredHeight()";0.0159;0.0159;0.0159;62046;62046;62046;21;21;0.0159000009298325;0.0159;0.0159;0.0159;2;2;2;2;1;62046;0.0078;0.0081;62046;62046;0
"Assembly-CSharp.dll!::WaveStartButtonView.SetBusy()";0.0159;0.0159;0.0159;61925;61925;61925;19;19;0.0158999990671873;0.0159;0.0159;0.0159;1;1;1;1;1;61925;0.0159;0.0159;61925;61925;0
"mscorlib.dll!System.Reflection::FieldInfo.get_IsLiteral()";0.01589999;0.01589999;0.01589999;61925;61925;61925;33;41;0.0158999934792519;0.01589999;0.01589999;0.01589999;84;84;84;84;1;61925;0.0001;0.0003;61925;61925;0
"UnityEngine.UI.dll!UnityEngine.UI::LayoutElement.OnEnable()";0.0158;0.0158;0.0158;62046;62046;62046;9;9;0.0157999992370605;0.0158;0.0158;0.0158;1;1;1;1;1;62046;0.0158;0.0158;62046;62046;0
"UnityEngine.CoreModule.dll!UnityEngine::Mathf.Abs()";0.01579999;0.0019;0.1490999;61261;62096;60538;5;25;36.6349782067118;0.01831749;0.01149999;0.02229998;160261;74;7;270;2000;60314;0.0001;0.0447;60314;60560;0.01899998
"mscorlib.dll!System.IO::PathInternal.TrimEndingDirectorySeparator()";0.0157;0.0157;0.0157;61925;61925;61925;24;32;0.0156999994069338;0.0157;0.0157;0.0157;18;18;18;18;1;61925;0.0006;0.0013;61925;61925;0
"Assembly-CSharp.dll!::Enemy.Update()";0.0156;0.0008;0.344;61113;60691;61758;4;4;29.3401000224403;0.01820106;0.005;0.0258;6267;4;1;10;1612;60314;0.0007;0.3308;60642;61758;0.009500001
"RenderForwardAlpha.Prepare";0.0156;0.0001;0.1476;61575;62046;60681;6;6;34.5377998383337;0.0172689;0.0138;0.0202;2000;1;1;1;2000;60314;0.0001;0.1476;62046;60681;0.0147
"Unity.Addressables.dll!::ResourceLocation.Hash()";0.0156;0.0156;0.0156;62046;62046;62046;19;24;0.015599999576807;0.0156;0.0156;0.0156;12;12;12;12;1;62046;0.001;0.002;62046;62046;0
"UnityEngine.UI.dll!UnityEngine.UI::LayoutElement.SetDirty()";0.0156;0.0156;0.0156;62046;62046;62046;10;10;0.015599999576807;0.0156;0.0156;0.0156;1;1;1;1;1;62046;0.0156;0.0156;62046;62046;0
"mscorlib.dll!System.Collections.Generic::ComparisonComparer`1.Compare()";0.0155;0.0155;0.0155;61925;61925;61925;46;49;0.0155000034719706;0.0155;0.0155;0.0155;36;36;36;36;1;61925;0.0003;0.0015;61925;61925;0
"mscorlib.dll!System::String.Format()";0.0153;0.0097;0.4963;60322;61388;61925;6;23;0.960199982859194;0.03429286;0.0128;0.0162;32;1;1;5;28;60315;0.0041;0.466;61925;61925;0
"Assembly-CSharp.dll!::ProjectileVfx.NotifyMiss()";0.0153;0.0049;0.0534;60368;60524;60681;6;7;1.12779999757186;0.01735077;0.0106;0.0206;112;1;1;4;65;60328;0.0044;0.0534;60605;60681;0
"UnityEngine.UI.dll!UnityEngine.UI::CanvasUpdateRegistry.InternalRegisterCanvasElementForGraphicRebuild()";0.0152;0.0067;0.1519;60413;60526;62046;9;30;23.4922998687252;0.01796047;0.0103;0.021;2947;2;1;48;1308;60314;0.0027;0.0615;60429;60538;0.0074
"mscorlib.dll!System::RuntimeType.get_Name()";0.0152;0.0152;0.0152;61925;61925;61925;38;42;0.0152000002563;0.0152;0.0152;0.0152;24;24;24;24;1;61925;0.0002;0.002;61925;61925;0
"UnityEngine.CoreModule.dll!UnityEngine::Component.GetComponent()";0.0152;0.0017;0.3036999;60798;62031;61155;5;22;29.7661005050177;0.01853431;0.0104;0.0219;15653;7;1;64;1606;60314;0.0005;0.2609;60318;61155;0.0204
"mscorlib.dll!System.Collections.Generic::Dictionary`2.Resize()";0.0152;0.0152;0.0247;62046;62046;61925;15;43;0.039899998344481;0.01995;0.0152;0.0152;20;8;8;12;2;61925;0.0008;0.0037;62046;62046;0
"DestroyCullResults";0.0151;0.0013;0.1016;60434;62047;61266;4;4;32.2944998799358;0.01614725;0.0129;0.0185;2000;1;1;1;2000;60314;0.0013;0.1016;62047;61266;0.0177
"UnityEngine.UI.dll!UnityEngine.EventSystems::EventSystem.IsPointerOverGameObject()";0.0151;0.0087;0.1687;61117;62014;61129;5;6;29.7428999161348;0.01717257;0.0129;0.0177;6928;4;4;4;1732;60314;0.002;0.0986;60415;60597;0.0148
"UnityEngine.InputLegacyModule.dll!UnityEngine::CameraRaycastHelper.RaycastTry2D()";0.015;0.0013;0.2265;61891;62048;60416;5;5;33.2470998213394;0.01740686;0.0094;0.023;1910;1;1;1;1910;60314;0.0013;0.2265;62048;60416;0.0372
"Newtonsoft.Json.dll!Newtonsoft.Json.Serialization::JsonSerializerInternalWriter.ShouldSerialize()";0.015;0.015;0.015;61925;61925;61925;30;35;0.0149999996647239;0.015;0.015;0.015;64;64;64;64;1;61925;0.0001;0.0013;61925;61925;0
"mscorlib.dll!Microsoft.Win32.SafeHandles::SafeFileHandle..ctor()";0.015;0.015;0.015;61925;61925;61925;27;28;0.0149999987334013;0.015;0.015;0.015;6;6;6;6;1;61925;0.0017;0.003;61925;61925;0
"Unity.TextMeshPro.dll!TMPro::TMP_Settings.get_linebreakingRules()";0.0149;0.0149;0.03089999;60642;60642;62046;16;16;0.0457999957725406;0.0229;0.0149;0.0149;30;10;10;20;2;60642;0.0014;0.0026;60642;62046;0
"mscorlib.dll!System.IO::StreamWriter.WriteSpan()";0.0149;0.0149;0.0149;61925;61925;61925;22;23;0.0149000007659197;0.0149;0.0149;0.0149;6;6;6;6;1;61925;0.0019;0.003;61925;61925;0
"PostLateUpdate.UpdateAudio";0.0149;0.0084;0.1912;60664;62265;60681;2;2;33.0159998415038;0.016508;0.0136;0.0169;2000;1;1;1;2000;60314;0.0084;0.1912;62265;60681;0.0144
"UnityEngine.CoreModule.dll!UnityEngine::Transform.set_localRotation_Injected()";0.01489999;0.0004;0.1685;61446;62183;60926;8;20;32.2423797043448;0.01612119;0.01239999;0.01859999;183148;103;2;121;2000;60314;0;0.1524;60314;60926;0.01219999
"UnityEngine.UI.dll!UnityEngine.EventSystems::UIBehaviour.IsActive()";0.0148;0.0005;0.3362001;61058;62047;61613;5;29;37.3217938460875;0.01867023;0.005299999;0.02519999;63177;27;1;337;1999;60314;0.0003;0.3113;60316;61613;0.02349999
"mscorlib.dll!System.IO::StringWriter.ToString()";0.0148;0.0148;0.0148;61925;61925;61925;23;25;0.0147999990731478;0.0148;0.0148;0.0148;6;6;6;6;1;61925;0.0015;0.0048;61925;61925;0
"UnityEngine.UI.dll!UnityEngine.UI.Collections::IndexedSet`1.AddUnique()";0.0147;0.0065;0.2327;61198;60526;62046;10;31;23.395699900575;0.01788662;0.0101;0.0204;3023;2;1;71;1308;60314;0.0026;0.0605;60429;60538;0.0072
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerEventData..ctor()";0.0147;0.0147;0.0147;62047;62047;62047;10;10;0.0147000001743436;0.0147;0.0147;0.0147;3;3;3;3;1;62047;0.0034;0.0073;62047;62047;0
"Assembly-CSharp.dll!::Enemy.get_CachedHp()";0.0146;0.0005;0.7070001;60804;61282;61570;8;19;52.2995942947455;0.03252462;0.0041;0.04109998;71560;20;1;326;1608;60314;0.0004;0.1044;60331;61883;0.0044
"UnityEngine.UIModule.dll!UnityEngine::RectTransformUtility.PointInRectangle_Injected()";0.0145;0.0043;0.1285;60581;62197;60355;14;14;31.4187022214755;0.0164582;0.0108;0.0193;48740;26;12;32;1909;60314;0.0001;0.1143;60693;60355;0.02820001
"Physics2D.OverlapCircleAll";0.0145;0.0061;0.0574;61071;61173;60568;10;14;1.47550000157207;0.01657865;0.0095;0.0215;92;1;1;2;89;60323;0.0061;0.0574;61173;60568;0
"Unity.ResourceManager.dll!UnityEngine.ResourceManagement::ResourceManager.CleanupSceneInstances()";0.0145;0.0145;0.0145;62046;62046;62046;13;13;0.0144999995827675;0.0145;0.0145;0.0145;1;1;1;1;1;62046;0.0145;0.0145;62046;62046;0
"UnityEngine.CoreModule.dll!UnityEngine::Material.GetFloat()";0.0144;0.0015;0.2468001;61743;60815;60538;13;15;31.237793989596;0.01954806;0.008199999;0.02599999;57863;26;2;206;1598;60314;0.0003;0.0288;60316;60416;0.02009999
"UnityEngine.CoreModule.dll!UnityEngine::Material.GetShaderKeywords()";0.0144;0.0144;0.0144;62046;62046;62046;14;15;0.0144000006839633;0.0144;0.0144;0.0144;25;25;25;25;1;62046;0.0004;0.0026;62046;62046;0
"mscorlib.dll!System.Collections.Generic::ArraySortHelper`1.SwapIfGreater()";0.0144;0.0049;0.0742;60690;61925;60681;14;48;2.44419998629019;0.01587143;0.0133;0.0179;822;6;2;6;154;60343;0.0005;0.0317;61925;60352;0
"mscorlib.dll!System::String.FormatHelper()";0.0144;0.0092;0.4937;61381;61388;61925;7;24;0.937499995343387;0.03348214;0.0123;0.0155;32;1;1;5;28;60315;0.0034;0.4656;61925;61925;0
"ScheduleUpdateRendererBoundingVolumes";0.0144;0.0054;0.362;61729;61983;61247;3;3;29.350899882149;0.01694625;0.0123;0.0167;1732;1;1;1;1732;60314;0.0054;0.362;61983;61247;0.0144
"UnityEngine.CoreModule.dll!UnityEngine::GameObject.CompareTag()";0.0144;0.0036;0.3946;61764;60811;60538;6;22;31.8017993480898;0.02178205;0.0103;0.0235;14535;5;1;75;1460;60314;0.0009;0.1917;60323;61253;0.0166
"Assembly-CSharp.dll!::GridHoverOverlay.DrawCell()";0.0144;0.012;0.0256;62015;60656;60321;5;5;0.924599997699261;0.01567119;0.0135;0.0175;59;1;1;1;59;60318;0.012;0.0256;60656;60321;0
"UnityEngine.UI.dll!UnityEngine.EventSystems::StandaloneInputModule.SendMoveEventToSelectedObject()";0.0143;0.0106;0.1351;60602;61444;61434;6;6;35.2215998563915;0.01762843;0.0121;0.0184;1998;1;1;1;1998;60314;0.0106;0.1351;61444;61434;0.0174
"UnityEngine.CoreModule.dll!UnityEngine::Mesh.set_uv2()";0.0142;0.0014;0.2005;60945;60731;60538;13;15;30.424198673456;0.01903892;0.0072;0.02389999;17653;9;1;35;1598;60314;0.0012;0.0477;60316;60958;0.017
"Assembly-CSharp.dll!::Enemy.OnTriggerEnter2D()";0.0142;0.0003;0.1733;61642;60392;60417;7;7;3.73129997318028;0.01838079;0.01;0.0211;285;1;1;14;203;60314;0.0003;0.1665;60347;60417;0
"TMP Calculate Vertices Position";0.0142;0.0013;0.2290001;61736;61850;60538;13;15;31.447699373588;0.01967941;0.0081;0.0266;28889;13;1;103;1598;60314;0.0007;0.0656;60316;60533;0.0198
"Assembly-CSharp.dll!::EnemyHp.PrepareForSpawn()";0.0141;0.0114;0.0419;60907;61433;60429;8;13;0.268100000917912;0.01787333;0.012;0.0153;19;1;1;3;15;60318;0.0114;0.0221;61433;60876;0
"Assembly-CSharp.dll!::ProjectileVfx.ResetToPrefabVisual()";0.014;0.0053;0.1472;61274;60435;61858;7;19;2.34339997079223;0.01802615;0.0072;0.0223;263;2;1;6;130;60328;0.005;0.0779;60605;60681;0
"mscorlib.dll!Mono::RuntimeGPtrArrayHandle.GPtrArrayFree()";0.01399999;0.01399999;0.01399999;61925;61925;61925;41;55;0.0139999920502305;0.01399999;0.01399999;0.01399999;102;102;102;102;1;61925;0;0.0004;61925;61925;0
"Newtonsoft.Json.dll!Newtonsoft.Json::JsonTextWriter.WriteNumberToBuffer()";0.0139;0.0139;0.0139;61925;61925;61925;34;40;0.0139000015333295;0.0139;0.0139;0.0139;24;24;24;24;1;61925;0.0003;0.0016;61925;61925;0
"Assembly-CSharp.dll!::EnemyHpViewer.ApplyVisualStyle()";0.0139;0.0128;0.353;60380;61794;61925;9;21;1.01469998527318;0.02670263;0.0134;0.016;45;1;1;4;38;60318;0.0114;0.353;60429;61925;0
"didChangeActiveScene.Invoke";0.0139;0.0139;0.0139;62046;62046;62046;7;7;0.0138999996706843;0.0139;0.0139;0.0139;1;1;1;1;1;62046;0.0139;0.0139;62046;62046;0
"Assembly-CSharp.dll!::EnemyHpViewer.Update()";0.0139;0.0033;0.1748;60973;60755;60538;4;4;25.074699574383;0.01555502;0.0074;0.0198;6267;4;1;10;1612;60314;0.0022;0.0983;60324;60342;0.009400001
"mscorlib.dll!System.Reflection::MethodBase.GetParametersNoCopy()";0.0139;0.0139;0.0139;61925;61925;61925;47;53;0.0138999987393618;0.0139;0.0139;0.0139;14;14;14;14;1;61925;0.0005;0.0028;61925;61925;0
"UnityEngine.UI.dll!UnityEngine.UIElements::UIToolkitInteroperabilityBridge.OnDisable()";0.0138;0.0138;0.0138;62046;62046;62046;13;13;0.0137999998405576;0.0138;0.0138;0.0138;1;1;1;1;1;62046;0.0138;0.0138;62046;62046;0
"mscorlib.dll!Mono.Globalization.Unicode::SimpleCollator.Level1()";0.0137;0.0137;0.0137;61925;61925;61925;33;41;0.0137000009417534;0.0137;0.0137;0.0137;36;36;36;36;1;61925;0.0002;0.0008;61925;61925;0
"Newtonsoft.Json.dll!Newtonsoft.Json::JsonContainerAttribute[].System.Collections.Generic.ICollection`1.get_Count()";0.0137;0.0137;0.0137;61925;61925;61925;43;48;0.0136999953538179;0.0137;0.0137;0.0137;76;76;76;76;1;61925;0.0001;0.0006;61925;61925;0
"UnityEngine.CoreModule.dll!UnityEngine::GameObject.CompareTag_Internal()";0.0136;0.0033;0.3623999;61337;60811;60538;7;23;29.5375993712805;0.02023123;0.0096;0.022;14535;5;1;75;1460;60314;0.0008;0.1905;60323;61253;0.0159
"mscorlib.dll!System.Collections::Hashtable.Insert()";0.0136;0.0136;0.0136;61925;61925;61925;41;50;0.0136000001803041;0.0136;0.0136;0.0136;10;10;10;10;1;61925;0.0009;0.0017;61925;61925;0
"sceneLoadedAfterAwake.Invoke";0.0136;0.0136;0.0136;62046;62046;62046;8;8;0.0136000001803041;0.0136;0.0136;0.0136;1;1;1;1;1;62046;0.0136;0.0136;62046;62046;0
"RenderLoop.CleanupNodeQueue";0.0135;0.0004;0.1015;61861;62047;61266;4;5;28.8226997427992;0.01441135;0.0115;0.0167;12000;6;6;6;2000;60314;0;0.0938;60321;61267;0.0156
"UnityEngine.CoreModule.dll!UnityEngine::Transform.set_position()";0.0135;0.0013;0.1593;61416;62003;60538;5;25;27.5052991672419;0.01588066;0.0087;0.0194;44163;24;3;73;1732;60314;0.0002;0.0768;60319;60976;0.0129
"UnityEngine.UIModule.dll!UnityEngine::CanvasRenderer.get_cull()";0.0132;0.0036;0.4514;61731;62047;61266;11;12;28.4947011820041;0.01491869;0.0107;0.0162;53768;28;12;42;1910;60314;0.0002;0.2475;60314;61266;0.0197
"Assembly-CSharp.dll!::OrbitSatelliteBody.OnTriggerStay2D()";0.0132;0.0031;0.479;60499;60623;60326;7;7;5.84339999384247;0.04494923;0.0069;0.0192;168;1;1;4;130;60314;0.0031;0.4608;60623;60452;0
"UnityEngine.IMGUIModule.dll!UnityEngine::GUILayoutEntry..ctor()";0.0132;0.0107;0.096;60858;61664;61088;7;8;26.5316996686161;0.01531853;0.012;0.016;3538;2;2;6;1732;60314;0.0031;0.0522;61691;61088;0.0219
"Newtonsoft.Json.dll!Newtonsoft.Json.Serialization::JsonContract.set_CreatedType()";0.0132;0.0132;0.0132;61925;61925;61925;38;41;0.0131999999284744;0.0132;0.0132;0.0132;4;4;4;4;1;61925;0.0028;0.0043;61925;61925;0
"UnityEngine.UI.dll!UnityEngine.UI::CanvasScaler.OnDisable()";0.0132;0.0132;0.0132;62046;62046;62046;12;12;0.0131999999284744;0.0132;0.0132;0.0132;1;1;1;1;1;62046;0.0132;0.0132;62046;62046;0
"mscorlib.dll!System::ReadOnlySpan`1.get_IsEmpty()";0.01319999;0.01319999;0.01319999;61925;61925;61925;27;35;0.013199987821281;0.01319999;0.01319999;0.01319999;202;202;202;202;1;61925;0;0.0014;61925;61925;0
"UnityEngine.TextCoreFontEngineModule.dll!UnityEngine.TextCore.LowLevel::FontEngine.GetMarkToMarkAdjustmentRecords()";0.0131;0.0131;0.0131;61925;61925;61925;17;18;0.0131000010296702;0.0131;0.0131;0.0131;4;4;4;4;1;61925;0.0021;0.0046;61925;61925;0
"AudioManager.Update";0.0131;0.007;0.1003;61326;62265;60887;3;3;28.9775998853147;0.0144888;0.0119;0.0149;2000;1;1;1;2000;60314;0.007;0.1003;62265;60887;0.0128
"mscorlib.dll!System.Text::UTF8Encoding.GetBytes()";0.0131;0.0131;0.0131;61925;61925;61925;26;27;0.0131000000983477;0.0131;0.0131;0.0131;6;6;6;6;1;61925;0.0017;0.0026;61925;61925;0
"System.dll!System.ComponentModel::ReflectTypeDescriptionProvider.GetTypeData()";0.0131;0.0131;0.0131;61925;61925;61925;39;46;0.0131000000983477;0.0131;0.0131;0.0131;4;4;4;4;1;61925;0.0011;0.006;61925;61925;0
"Assembly-CSharp.dll!::Enemy.BindDefinition()";0.013;0.0119;0.0344;60846;60815;60429;8;13;0.249199994839728;0.01661333;0.0125;0.0155;19;1;1;3;15;60318;0.0097;0.02;60524;61373;0
"UnityEngine.IMGUIModule.dll!UnityEngine::GUILayoutUtility.Layout()";0.013;0.0101;0.081;61537;60371;61088;5;6;25.8113998733461;0.01490266;0.0115;0.0157;1769;1;1;3;1732;60314;0.0101;0.081;60371;61088;0.0183
"mscorlib.dll!System::Array.InternalArray__IEnumerable_GetEnumerator()";0.013;0.013;0.013;61925;61925;61925;40;46;0.0130000002682209;0.013;0.013;0.013;28;28;28;28;1;61925;0;0.0011;61925;61925;0
"mscorlib.dll!System::RuntimeType.CreateInstanceDefaultCtor()";0.013;0.013;0.0153;62095;62095;61925;12;51;0.0283000003546476;0.01415;0.013;0.013;3;1;1;2;2;61925;0.0071;0.013;61925;62095;0
"UnityEngine.CoreModule.dll!UnityEngine::Mesh.set_colors32()";0.013;0.0013;0.1763;61532;60815;60538;13;15;27.890998908435;0.01745369;0.0067;0.0223;17653;9;1;35;1598;60314;0.0011;0.0405;60323;60630;0.0155
"mscorlib.dll!System.Collections.Generic::ObjectEqualityComparer`1.LastIndexOf()";0.013;0.013;0.013;62046;62046;62046;19;19;0.0129999993368983;0.013;0.013;0.013;2;2;2;2;1;62046;0.0035;0.0095;62046;62046;0
"UnityEngine.CoreModule.dll!UnityEngine::Quaternion.Internal_FromEulerRad_Injected()";0.01299999;0.0007;0.1107;60747;62251;61074;8;22;29.1734794027871;0.01458674;0.01099999;0.01689998;184429;104;2;126;2000;60314;0;0.0349;60314;60467;0.01269999
"UnityEngine.IMGUIModule.dll!UnityEngine::GUIUtility.ResetGlobalState()";0.0129;0.009500001;0.0792;61011;60371;60681;5;6;25.2752997847274;0.01459313;0.0113;0.0153;3538;2;2;6;1732;60314;0.0025;0.0555;61674;61434;0.0169
"UnityEngine.CoreModule.dll!UnityEngine::Mesh.SetColors()";0.0129;0.0059;0.1751;61206;60638;61570;14;16;20.3418000712991;0.01567165;0.007999999;0.0185;7542;6;3;24;1298;60314;0.0015;0.0257;60331;61512;0.0072
"Newtonsoft.Json.dll!Newtonsoft.Json.Serialization::JsonProperty.set_PropertyName()";0.0129;0.0129;0.0129;61925;61925;61925;36;41;0.0129000004380941;0.0129;0.0129;0.0129;40;40;40;40;1;61925;0.0002;0.0017;61925;61925;0
"Unity.ResourceManager.dll!UnityEngine.ResourceManagement.Profiling::EngineEmitter.EmitFrameMetaData()";0.0129;0.0091;0.0737;61432;61409;62147;8;8;30.8285997509956;0.0154143;0.0117;0.0164;8000;4;4;4;2000;60314;0.0008;0.0349;61954;61074;0.0157
"mscorlib.dll!System.Reflection::RuntimeConstructorInfo.InternalInvoke()";0.0129;0.0129;0.0136;61925;61925;62095;15;55;0.026499998755753;0.01325;0.0129;0.0129;6;2;2;4;2;61925;0.0029;0.0069;61925;62095;0
"System.Core.dll!::WhereListIterator`1.MoveNext()";0.0128;0.0128;0.0128;61925;61925;61925;37;40;0.0128000006079674;0.0128;0.0128;0.0128;22;22;22;22;1;61925;0.0004;0.0015;61925;61925;0
"UnityEngine.CoreModule.dll!UnityEngine::Mesh.SetTangents()";0.0127;0.0061;0.1849;60485;61857;61570;14;16;20.1593001387082;0.01553105;0.007599999;0.0185;7542;6;3;24;1298;60314;0.0015;0.0401;60339;60350;0.0121
"Unity.TextMeshPro.dll!TMPro::TextMeshProUGUI.InternalUpdate()";0.0127;0.003;0.114;61994;62046;60858;8;8;28.2834988858085;0.01414175;0.0116;0.0153;24585;13;5;16;2000;60314;0.0005;0.1012;60347;60858;0.0113
"mscorlib.dll!System.Collections.Concurrent::ConcurrentDictionary`2.GetBucketAndLockNo()";0.01269999;0.01269999;0.01269999;61925;61925;61925;34;48;0.0126999896019697;0.01269999;0.01269999;0.01269999;195;195;195;195;1;61925;0;0.002;61925;61925;0
"mscorlib.dll!System::Char.IsWhiteSpace()";0.0126;0.0007;0.1978001;61150;61950;60538;13;35;28.0131981085869;0.01753016;0.0068;0.02349999;87113;39;3;589;1598;60314;0.0002;0.1545;60314;61126;0.0159
"UnityEngine.UI.dll!UnityEngine.EventSystems::ExecuteEvents.GetEventChain()";0.0126;0.0008;0.026;60356;60428;62143;10;10;0.17929999937769;0.01054706;0.0013;0.0172;17;1;1;1;17;60356;0.0008;0.026;60428;62143;0
