Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"Profiler.CollectUIStats";0.0239;0.0147;0.1378;80716;80499;80069;2;2;53.946099714376;0.02697305;0.0203;0.0289;2000;1;1;1;2000;79030;0.0147;0.1378;80499;80069;0.0292
"Graphics.Blit";0.0235;0.0165;0.1262;79546;79705;80731;5;7;38.6433998588473;0.02752379;0.0215;0.0281;2990;2;2;4;1404;79036;0.0051;0.0578;80326;80415;0.06
"Unity.TextMeshPro.dll!TMPro::TextMeshProUGUI.OnDisable() [Invoke]";0.0234;0.0234;0.1239;79034;79034;79669;11;13;0.147299995645881;0.07365;0.0234;0.0234;14;1;1;13;2;79034;0.0057;0.0367;79669;79669;0
"Material.SetPassFast";0.0223;0.0176;7.3718;80043;80190;79939;5;5;60.8496995046735;0.03042485;0.0208;0.0291;11373;5;5;10;2000;79030;0.0007;7.1778;79222;79939;0.0477
"didChangeActiveScene.Invoke";0.0223;0.0223;0.0223;79669;79669;79669;8;8;0.022299999371171;0.0223;0.0223;0.0223;1;1;1;1;1;79669;0.0223;0.0223;79669;79669;0
"Assembly-CSharp.dll!::DamagePopup.PlayRoutine() [Coroutine: MoveNext] [Invoke]";0.0221;0.0099;0.1136;79135;79234;79075;5;9;5.53689990565181;0.0256338;0.0165;0.027;892;5;1;7;216;79030;0.0018;0.0839;79046;79208;0
"Destroy";0.0218;0.0204;11.3856;79037;79185;79669;5;12;11.5278991367668;1.921317;0.0209;0.0346;57;1;1;49;6;79034;0;5.8602;79669;79669;0
"didUnloadScene.Invoke";0.0217;0.0217;0.0217;79669;79669;79669;10;10;0.0217000003904104;0.0217;0.0217;0.0217;1;1;1;1;1;79669;0.0217;0.0217;79669;79669;0
"UnityEngine.UI.dll!UnityEngine.UI::Image.OnDisable() [Invoke]";0.0216;0.0174;0.0992;79112;79034;79669;11;13;0.161400003358722;0.04035;0.0174;0.0232;23;2;2;17;4;79031;0.0044;0.0166;79669;79031;0
"GetComponentNullErrorMessage";0.0204;0.0204;0.0218;79112;79112;79031;9;9;0.0421999990940094;0.0211;0.0204;0.0204;4;2;2;2;2;79031;0.0078;0.0132;79112;79031;0
"UnityEngine.IMGUIModule.dll!UnityEngine::GUIUtility.SetSkin() [Invoke]";0.0202;0.013;0.2504;80501;79242;80532;3;3;48.9192997468635;0.02445965;0.0162;0.0273;2000;1;1;1;2000;79030;0.013;0.2504;79242;80532;0.0153
"PreUpdate.SendMouseEvents";0.0192;0.0078;0.578;79903;80159;79144;3;3;47.9202997619286;0.02396015;0.0115;0.033;2000;1;1;1;2000;79030;0.0078;0.578;80159;79144;0.009
"Monobehaviour.OnMouse_";0.019;0.0077;0.5769;80849;80159;79144;4;4;47.6191996801645;0.0238096;0.0114;0.0329;2000;1;1;1;2000;79030;0.0077;0.5769;80159;79144;0.0089
"UnityEngine.InputLegacyModule.dll!UnityEngine::SendMouseEvents.DoSendMouseEvents() [Invoke]";0.0185;0.0074;0.573;80654;80159;79144;5;5;46.1472997418605;0.02307365;0.0107;0.0322;2000;1;1;1;2000;79030;0.0074;0.573;80159;79144;0.0085
"TilemapRenderer.CameraBoundsCheck";0.018;0.0135;0.0605;79310;79213;79143;4;4;13.1266999440268;0.02054257;0.0161;0.0226;1917;3;3;3;639;79030;0.0023;0.0463;79119;79143;0
"Unity.ResourceManager.dll!::MonoBehaviourCallbackHooks.LateUpdate() [Invoke]";0.018;0.0019;0.1146;79145;81029;80511;5;5;40.9621956720948;0.0204811;0.0167;0.0217;35999;18;17;18;2000;79030;0;0.1118;79031;80511;0.0145
"Unity.TextMeshPro.dll!TMPro::TextMeshPro.OnEnable() [Invoke]";0.0178;0.0162;0.0373;79056;79034;79076;11;11;0.0712999980896711;0.02376667;0.0162;0.0178;3;1;1;1;3;79034;0.0162;0.0373;79034;79076;0
"Texture.AwakeFromLoad";0.0169;0.0169;0.0169;79669;79669;79669;9;9;0.0168999992311001;0.0169;0.0169;0.0169;3;3;3;3;1;79669;0.0012;0.0129;79669;79669;0
"TMP Handle Horizontal Line Breaking";0.0165;0.0165;0.0165;79112;79112;79112;12;12;0.016499999910593;0.0165;0.0165;0.0165;3;3;3;3;1;79112;0.0026;0.009;79112;79112;0
"UnityEngine.UI.dll!UnityEngine.UI::Image.OnEnable() [Invoke]";0.0162;0.0162;0.1443;79112;79112;79669;11;11;0.160499999299645;0.08025;0.0162;0.0162;8;1;1;7;2;79112;0.01;0.0298;79669;79669;0
"EditorResources.Load";0.0147;0.0066;0.2266;79982;80103;80532;4;6;41.3517998130992;0.0206759;0.0095;0.0279;3282;1;1;5;2000;79030;0.0049;0.2266;79190;80532;0.0076
"FixedUpdate.Physics2DFixedUpdate";0.0143;0.0066;57.4365;80184;80597;79112;3;3;161.895000445191;0.3958313;0.0085;0.5337;411;1;1;3;409;79031;0.0066;57.4365;80597;79112;0.0075
"SceneManager.LoadSceneAsyncInto";0.014;0.014;0.014;79668;79668;79668;6;6;0.0139999995008111;0.014;0.014;0.014;1;1;1;1;1;79668;0.014;0.014;79668;79668;0
"Profiler.RequestScreenshot";0.014;0.0095;0.086;80941;79891;79456;5;5;2.49099999014288;0.01872932;0.0102;0.0196;133;1;1;1;133;79036;0.0095;0.086;79891;79456;0
"UnityEngine.UIModule.dll!UnityEngine::Canvas.SendWillRenderCanvases() [Invoke]";0.0139;0.009;1.4369;80082;79740;79669;6;6;95.7601996744052;0.0478801;0.0121;0.0166;2000;1;1;1;2000;79030;0.009;1.4369;79740;79669;0.0112
"TilemapRenderer.CheckDirtyChunks";0.0138;0.0101;0.0691;79073;79586;79509;4;4;10.3476999504492;0.01619358;0.0116;0.018;1917;3;3;3;639;79030;0.0015;0.0542;79151;79509;0
"Physics2D.CircleColliderPrepareShapes";0.01369999;0.0006;0.04450003;79615;79731;79344;8;8;2.64309788768878;0.01376614;0.01229999;0.01599999;17355;100;1;117;192;79031;0;0.0319;79034;79344;0
"Camera.ImageEffects";0.0132;0.0002;0.083;80376;79050;80048;4;5;22.5379995192052;0.011269;0.0004;0.015;4002;2;2;4;2000;79030;0.0001;0.0821;79030;80048;0.038
"UnityEngine.UI.dll!UnityEngine.UI::Graphic.OnRectTransformDimensionsChange() [Invoke]";0.0129;0.0079;0.064;79067;79080;79109;6;11;1.27699999790639;0.01538554;0.0114;0.0155;95;1;1;8;83;79030;0.001;0.064;79669;79109;0
"Assembly-CSharp.dll!::Projectile.Update() [Invoke]";0.0129;0.0072;0.1048;79778;79619;79075;5;5;12.5975999608636;0.01644595;0.0096;0.019;5601;3;1;20;766;79030;0.0004;0.0637;79046;79795;0
"PostLateUpdate.UpdateAudio";0.0129;0.0075;0.3678;80715;80355;80059;3;3;29.570799884852;0.0147854;0.0113;0.0153;2000;1;1;1;2000;79030;0.0075;0.3678;80355;80059;0.0106
"UpdateScreenManagerAndInput";0.0125;0.0017;0.2411;79589;81024;80995;3;3;30.6393998588901;0.0153197;0.01;0.0158;2000;1;1;1;2000;79030;0.0017;0.2411;81024;80995;0.0091
"EditorConnection.CheckForIncomingConnections";0.0123;0.0059;0.055;79950;79669;79683;5;5;25.6280998727307;0.01281405;0.0105;0.014;2000;1;1;1;2000;79030;0.0059;0.055;79669;79683;0.0137
"UnityEngine.CoreModule.dll!UnityEngine::Camera.FireOnPostRender() [Invoke]";0.012;0.0081;0.0712;80923;80174;79034;5;5;27.3433998674154;0.0136717;0.0107;0.014;2001;1;1;2;2000;79030;0.0081;0.0712;80174;79034;0.0342
"PrepareSceneNodesCombineJob";0.0119;0.0004;0.0573;79533;80455;79221;9;9;4.05679997839616;0.01175884;0.0109;0.0129;345;1;1;1;345;79031;0.0004;0.0573;80455;79221;0
"AudioManager.Update";0.0118;0.0065;0.3625;80975;80355;80059;4;4;27.0820998959243;0.01354105;0.0103;0.014;2000;1;1;1;2000;79030;0.0065;0.3625;80355;80059;0.01
"Physics2D.RaycastAll";0.0117;0.007;0.0718;79107;79096;79061;6;8;1.16919999476522;0.01425854;0.0104;0.0132;82;1;1;1;82;79030;0.007;0.0718;79096;79061;0
"Assembly-CSharp.dll!::GridHoverOverlay.LateUpdate() [Invoke]";0.0115;0.0034;0.0552;79063;79601;79208;5;5;7.57829995942302;0.01185962;0.0102;0.0132;639;1;1;1;639;79030;0.0034;0.0552;79601;79208;0
"Unity.TextMeshPro.dll!TMPro::TextMeshPro.OnDisable() [Invoke]";0.0109;0.0097;0.0118;79063;79245;79084;8;8;0.0869999993592501;0.010875;0.0106;0.0111;8;1;1;1;8;79063;0.0097;0.0118;79245;79084;0
"EditorConnection.PollAllCustomMessages";0.0109;0.0045;0.1276;80956;80722;79144;5;5;23.5067998934537;0.0117534;0.0096;0.0125;2000;1;1;1;2000;79030;0.0045;0.1276;80722;79144;0.0099
"Mesh.AwakeFromLoad";0.0104;0.0104;0.0104;79669;79669;79669;12;12;0.0104000009596348;0.0104;0.0104;0.0104;5;5;5;5;1;79669;0.0014;0.0044;79669;79669;0
"TMP.InsertNewLine";0.0104;0.0104;0.0104;79112;79112;79112;13;14;0.0104000000283122;0.0104;0.0104;0.0104;3;3;3;3;1;79112;0.0011;0.0077;79112;79112;0
"UnityEngine.UI.dll!UnityEngine.UI::CanvasScaler.OnDisable() [Invoke]";0.0104;0.0104;0.0104;79669;79669;79669;13;13;0.0104000000283122;0.0104;0.0104;0.0104;1;1;1;1;1;79669;0.0104;0.0104;79669;79669;0
"UnityEngine.UI.dll!UnityEngine.UI::CanvasScaler.OnEnable() [Invoke]";0.0104;0.0104;0.0104;79669;79669;79669;11;11;0.0104000000283122;0.0104;0.0104;0.0104;1;1;1;1;1;79669;0.0104;0.0104;79669;79669;0
"UnityEngine.UI.dll!UnityEngine.EventSystems::EventSystem.OnEnable() [Invoke]";0.0103;0.0103;0.0103;79669;79669;79669;11;11;0.0103000001981854;0.0103;0.0103;0.0103;1;1;1;1;1;79669;0.0103;0.0103;79669;79669;0
"UnityEngine.UI.dll!UnityEngine.UI::Image.OnValidate() [Invoke]";0.01;0.01;0.01;79669;79669;79669;11;11;0.00999999977648258;0.01;0.01;0.01;14;14;14;14;1;79669;0.0005;0.0022;79669;79669;0
"TransformChangeSystem";0.01;0.0052;0.1404;80122;79443;79072;4;10;30.6409995784052;0.0153205;0.008799999;0.0133;27020;12;11;31;2000;79030;0;0.0557;79030;79072;0.0092
"MeshRendererFinalizeUpdate";0.0099;0.0005;0.304;79128;79088;79126;5;5;2.39459997811355;0.01113767;0.0067;0.0117;215;1;1;1;215;79030;0.0005;0.304;79088;79126;0
"Canvas.BuildBatch";0.0098;0.0071;0.0613;80606;79740;79126;6;6;17.4693999029696;0.01137331;0.0086;0.0125;1536;1;1;1;1536;79030;0.0071;0.0613;79740;79126;0.0082
"UnityEngine.UI.dll!UnityEngine.EventSystems::UIBehaviour.OnCanvasHierarchyChanged() [Invoke]";0.009799993;0.009799993;0.009799993;79669;79669;79669;11;13;0.00979999266564846;0.009799993;0.009799993;0.009799993;76;76;76;76;1;79669;0;0.0012;79669;79669;0
"Assembly-CSharp.dll!::BossIntroFx.FlyShard() [Coroutine: MoveNext] [Invoke]";0.0097;0.004;0.0109;79030;79034;79033;5;5;0.0433000000193715;0.00866;0.0089;0.0098;10;2;2;2;5;79030;0.0011;0.0071;79034;79033;0
"AssetDatabase.GetGUIDFromAssetPathV2";0.0095;0.0041;0.0768;80537;80103;79295;5;12;26.3763998411596;0.0131882;0.0061;0.0175;6571;2;2;11;2000;79030;0.0009;0.0733;79033;80368;0.005
"TilemapRenderer.Render";0.0094;0.0074;0.0429;79228;79597;79572;9;9;6.87039998313412;0.0107518;0.0088;0.0107;1278;2;2;2;639;79030;0.0035;0.0215;79597;79572;0
"Physics2D.ContactsCollide";0.0094;0.0001;0.0613;79541;79669;79086;6;6;2.19599998457124;0.0114375;0.0065;0.0151;194;1;1;3;192;79031;0.0001;0.0613;79669;79086;0
"UnityEngine.UI.dll!UnityEngine.EventSystems::BaseInputModule.OnEnable() [Invoke]";0.009;0.009;0.009;79669;79669;79669;11;11;0.00899999961256981;0.009;0.009;0.009;1;1;1;1;1;79669;0.009;0.009;79669;79669;0
"TMP Handle Visible Character";0.008900001;0.0031;0.0496;79096;79219;79126;9;11;1.98569997539744;0.009193055;0.0061;0.01;1875;8;3;55;216;79030;0.0003;0.0247;79046;79126;0
"CullSceneDynamicObjects";0.0087;0.0006;0.0213;79326;79739;79281;8;8;1.13469999370864;0.007368182;0.0016;0.0094;154;1;1;1;154;79030;0.0006;0.0213;79739;79281;0
"ParticleSystem.ScheduleGeometryJobs";0.0086;0.0016;0.0149;79063;79067;79100;4;4;0.672699998947792;0.00840875;0.0077;0.01;80;1;1;1;80;79030;0.0016;0.0149;79067;79100;0
"Profiler.CollectLegacyStats";0.0086;0.0058;0.3256;80224;80303;79133;2;2;19.503199886065;0.0097516;0.0078;0.0098;2000;1;1;1;2000;79030;0.0058;0.3256;80303;79133;0.0155
"TMP Handle Vertical Line Breaking";0.0085;0.0085;0.0085;79112;79112;79112;12;13;0.00849999953061342;0.0085;0.0085;0.0085;6;6;6;6;1;79112;0;0.0083;79112;79112;0
"Physics2D.GetRayIntersectionAll";0.0085;0.0013;0.0575;79163;79731;79538;7;7;6.82739995722659;0.008913055;0.0054;0.0113;766;1;1;1;766;79030;0.0013;0.0575;79731;79538;0
"SpriteRenderer.AwakeFromLoad";0.0082;0.0082;0.0088;79033;79033;79669;9;11;0.0169999999925494;0.0085;0.0082;0.0082;3;1;1;2;2;79033;0.0018;0.0088;79033;79669;0
"Assembly-CSharp.dll!::RotateObject.Update() [Invoke]";0.008;0.002;0.0781;80945;79703;79165;5;5;22.4576000664383;0.0112288;0.0065;0.0161;11029;2;2;13;2000;79030;0.0005;0.0457;79154;80511;0.0064
"UnityEngine.UI.dll!UnityEngine.UI::Selectable.OnEnable() [Invoke]";0.0079;0.0079;0.0132;79112;79112;79669;11;11;0.0210999995470047;0.01055;0.0079;0.0079;4;1;1;3;2;79112;0.0031;0.0079;79669;79112;0
"Image.AllocateImageData";0.0079;0.0058;0.0117;79711;79741;79816;6;6;0.0847999989055097;0.00848;0.0076;0.0081;10;1;1;1;10;79681;0.0058;0.0117;79741;79816;0
"Physics2D.GetRayIntersection";0.0078;0.0001;0.0607;79066;79855;79053;6;6;7.42859995461913;0.00768211;0.0023;0.0111;967;1;1;1;967;79030;0.0001;0.0607;79855;79053;0
"Assembly-CSharp.dll!::Slow.OnTriggerStay2D() [Invoke]";0.0077;0.0013;0.0334;79541;79483;79144;8;8;1.24789999134373;0.009108759;0.0068;0.0096;509;3;1;15;137;79031;0.0004;0.0248;79099;79106;0
"UnityEngine.IMGUIModule.dll!UnityEngine::GUIUtility.EndGUI() [Invoke]";0.0076;0.0049;0.1168;79275;79248;79133;4;5;5.44689996354282;0.0085241;0.0062;0.0094;1282;2;2;4;639;79030;0.0005;0.1157;79354;79133;0
"Profiler.FlushCountersWithFlushOnEndOfFrame";0.0076;0.0063;0.2733;80254;79954;80760;2;2;18.5749998958781;0.0092875;0.0071;0.0093;2000;1;1;1;2000;79030;0.0063;0.2733;79954;80760;0.0211
"CullResults.CreateSharedRendererScene";0.0076;0.004;0.4824;80576;80445;79480;4;4;80.915999751538;0.040458;0.0061;0.0789;2001;1;1;2;2000;79030;0.004;0.4824;80445;79480;0.0176
"GUI.ProcessEvents";0.0075;0.0068;0.0947;80146;80103;79668;4;4;0.186299998313189;0.046575;0.0068;0.0773;5;1;1;2;4;79650;0.0028;0.0947;80103;79668;0
"Physics2D.Rigidbody2D.RecalculateContacts";0.0074;0.0013;0.02;79222;79753;79147;7;7;1.4080999775324;0.007333854;0.0058;0.0088;782;4;1;7;192;79031;0.0002;0.0164;79247;79147;0
"Scripting.GetRequiredComponents";0.007299997;0.007299997;0.007299997;79669;79669;79669;7;11;0.00729999737814069;0.007299997;0.007299997;0.007299997;51;51;51;51;1;79669;0;0.0006;79669;79669;0
"ScheduleUpdateRendererBoundingVolumes";0.0069;0.002;0.0563;79341;79695;79072;4;4;6.36859996011481;0.008314099;0.0055;0.0089;766;1;1;1;766;79030;0.002;0.0563;79695;79072;0
"AssetDatabase.GetPathFromAssetGuidV2";0.0066;0.0066;0.0066;79669;79669;79669;9;9;0.0066000004298985;0.0066;0.0066;0.0066;3;3;3;3;1;79669;0.0013;0.0038;79669;79669;0
"Assembly-CSharp.dll!::Player.HitAnimation() [Coroutine: MoveNext] [Invoke]";0.0066;0.0008;0.0291;79158;79094;79139;5;9;0.911999996460509;0.0076;0.0059;0.008;120;1;1;1;120;79031;0.0008;0.0291;79094;79139;0
"Mesh.CreateMesh";0.0065;0.0024;0.0263;79110;79225;79058;7;13;1.50909998011775;0.006986574;0.0048;0.0083;889;5;1;7;216;79030;0.0003;0.0134;79057;79184;0
"Audio.FMODSystemUpdate";0.0065;0.0032;0.3325;79589;80355;80059;5;5;14.7854999515694;0.00739275;0.0057;0.0075;2000;1;1;1;2000;79030;0.0032;0.3325;80355;80059;0.0056
"LowLevelPhysics2D.PhysicsWorld.WriteDefinition";0.0065;0.0065;0.0065;79669;79669;79669;11;12;0.00650000013411045;0.0065;0.0065;0.0065;2;2;2;2;1;79669;0.0028;0.0037;79669;79669;0
"UnityEngine.UI.dll!UnityEngine.UI::LayoutGroup.OnEnable() [Invoke]";0.0064;0.0064;0.0064;79669;79669;79669;11;11;0.0063999998383224;0.0064;0.0064;0.0064;1;1;1;1;1;79669;0.0064;0.0064;79669;79669;0
"PreLateUpdate.UIElementsUpdatePanels";0.0063;0.0043;0.0424;80189;80393;80511;3;3;14.1684999410063;0.00708425;0.0056;0.0073;2000;1;1;1;2000;79030;0.0043;0.0424;80393;80511;0.0053
"Render.OpaqueGeometry";0.0063;0.0046;0.0406;80571;79993;79987;5;5;14.781799911987;0.0073909;0.0059;0.0073;2001;1;1;2;2000;79030;0.0046;0.0406;79993;79987;0.018
"Assembly-CSharp.dll!::OrbitSatellitePivot.Update() [Invoke]";0.0059;0.0039;0.0263;79463;79193;79165;5;5;4.21410000091419;0.006594836;0.0056;0.0065;3199;5;5;6;639;79030;0.0006;0.013;79193;79580;0
"Assembly-CSharp.dll!::TargetProjectile.Update() [Invoke]";0.0059;0.0056;0.0065;79032;79031;79030;5;5;0.0244999998249114;0.006125;0.0056;0.0065;4;1;1;1;4;79030;0.0056;0.0065;79031;79030;0
"PrepareSceneNodes";0.0059;0.0031;0.0427;80127;79164;79939;6;6;13.5484999255277;0.00677425;0.0042;0.0073;2001;1;1;2;2000;79030;0.0031;0.0427;79164;79939;0.0234
"UnsafeUtility.Free";0.0058;0.0043;0.1026;79332;79379;80059;7;7;13.0367993139662;0.0065184;0.005399999;0.0065;24000;12;12;12;2000;79030;0.0001;0.0795;79032;80059;0.009300001
"UnityEngine.UIElementsModule.dll!UnityEngine.UIElements::UIElementsRuntimeUtilityNative.UpdatePanels() [Invoke]";0.0057;0.0038;0.0366;79622;80647;80511;4;4;12.6903999499045;0.0063452;0.0051;0.0065;2000;1;1;1;2000;79030;0.0038;0.0366;80647;80511;0.0048
"Assembly-CSharp.dll!::ProjectileVfx.Update() [Invoke]";0.0057;0.002;0.0538;79386;79669;79075;5;5;5.86839989665896;0.007671111;0.004;0.0097;5595;3;1;21;765;79030;0.0004;0.0327;79046;79059;0
"PlayerEndOfFrame";0.0056;0.0014;0.1028;80695;79672;79456;3;3;17.0666999275563;0.00853335;0.0045;0.0075;2001;1;1;2;2000;79030;0.0014;0.1028;79672;79456;0.0171
"Physics2D.LinecastAll";0.0055;0.0009;0.0523;79265;79731;79538;8;8;4.81769997416995;0.006289426;0.0034;0.0083;766;1;1;1;766;79030;0.0009;0.0523;79731;79538;0
"Profiler.CollectPhysicsStats";0.0054;0.004;0.0201;79066;80099;79701;4;4;2.29919998720288;0.005621516;0.0046;0.0059;409;1;1;1;409;79031;0.004;0.0201;80099;79701;0.0043
"FixedUpdate.PhysicsFixedUpdate";0.0054;0.0042;0.0355;79332;79158;79940;3;3;2.38059998583049;0.005820538;0.0049;0.0061;411;1;1;3;409;79031;0.0022;0.0355;79113;79940;0.0046
"UnityEngine.UI.dll!UnityEngine.UI::Image.Start() [Coroutine: MoveNext] [Invoke]";0.0054;0.0046;0.0265;79549;79661;79538;5;6;0.28279999922961;0.007442105;0.0052;0.0059;38;1;1;1;38;79533;0.0046;0.0265;79661;79538;0
"Physics2D.SolveDiscrete";0.0053;0.0019;0.0579;79606;79695;79113;6;6;1.40699999220669;0.007328125;0.0037;0.0093;194;1;1;3;192;79031;0.0019;0.0381;79695;79113;0
"UnityEngine.UIModule.dll!UnityEngine::Canvas.SendPreWillRenderCanvases() [Invoke]";0.0053;0.004;0.0293;80257;80160;79123;6;6;12.0433999281377;0.0060217;0.0049;0.0061;2000;1;1;1;2000;79030;0.004;0.0293;80160;79123;0.0043
"TMP Save Glyph Vertex Data";0.005299999;0.0018;0.0295;79098;79219;79126;10;12;1.17419996787794;0.005436111;0.0036;0.006;1872;8;3;52;216;79030;0.0002;0.0157;79031;79126;0
"TrailRenderer.ScheduleGeometryJobs";0.0052;0.0023;0.0403;79381;79596;79066;4;4;4.3387999762781;0.006789984;0.0036;0.0089;639;1;1;1;639;79030;0.0023;0.0403;79596;79066;0
"Physics2D.FlagContactsForRecreation";0.005099999;0.0001;0.02379998;79628;79675;79043;8;8;1.04989953029872;0.005468227;0.0033;0.006799996;17355;100;1;117;192;79031;0;0.003;79031;79162;0
"Physics2D.OverlapPointAll";0.0049;0.0005;0.05;79357;79731;79061;7;9;4.73749998310814;0.006184726;0.0026;0.0086;848;1;1;2;766;79030;0.0005;0.0499;79731;79538;0
"Assembly-CSharp.dll!::ScrollImage.Update() [Invoke]";0.0048;0.0033;0.0251;79638;79034;79324;5;5;3.4948999742046;0.005469327;0.0045;0.0055;639;1;1;1;639;79030;0.0033;0.0251;79034;79324;0
"Assembly-CSharp.dll!::TowerChargeGaugeView.LateUpdate() [Invoke]";0.0047;0.0035;0.0156;79052;79096;79050;5;5;0.445199996465817;0.005565;0.0044;0.0056;80;1;1;1;80;79030;0.0035;0.0156;79096;79050;0
"PreLateUpdate.ParticleSystemBeginUpdateAll";0.0047;0.0032;0.1115;79309;80943;80059;3;3;11.4390999691095;0.00571955;0.0042;0.0055;2000;1;1;1;2000;79030;0.0032;0.1115;80943;80059;0.0038
"Gfx.EndAsyncJobFrame";0.0047;0.0016;0.0493;79943;79772;79939;3;11;10.2971999424044;0.0051486;0.0042;0.0054;6010;3;3;12;2000;79030;0.0003;0.046;79408;79939;0.0052
"Assembly-CSharp.dll!::TowerWeapon.SearchTarget() [Coroutine: MoveNext] [Invoke]";0.0046;0.0006;0.3024;79474;79032;79109;5;6;7.21209971827921;0.02388112;0.0038;0.0134;4038;2;1;60;302;79030;0.0002;0.1166;79250;79031;0
"Physics2D.Collider2D.RecalculateContacts";0.0046;0.0002;0.0139;79636;79737;79106;8;8;0.893599992516101;0.004654167;0.0038;0.005799999;782;4;1;7;192;79031;0;0.0055;79636;79076;0
"Unity.ResourceManager.dll!::MonoBehaviourCallbackHooks.Update() [Invoke]";0.004599999;0.002099999;0.07960003;79881;81029;80547;5;5;10.3317990717478;0.0051659;0.0042;0.005099998;35999;18;17;18;2000;79030;0;0.0779;79030;80547;0.003700001
"TMP Lookup Character & Glyph Data";0.0045;0.0014;0.01909999;79093;79221;79112;9;11;1.0031999865314;0.004644444;0.0032;0.0052;1883;8;3;60;216;79030;0.0002;0.0141;79034;79091;0
"ParticleSystem.Update";0.0045;0.0031;0.1097;79244;79759;80059;4;4;10.9574999553151;0.00547875;0.004;0.0052;2000;1;1;1;2000;79030;0.0031;0.1097;79759;80059;0.0037
"Physics2D.TriggerContactsFinalUpdate";0.0045;0;0.0267;79576;79669;79113;6;6;1.09769999838318;0.005717188;0.0023;0.0077;194;1;1;3;192;79031;0;0.0265;79669;79106;0
"CullObjectsWithoutUmbra";0.0045;0.0002;0.0089;79615;79705;79100;9;9;0.562299996527145;0.003651299;0.0006;0.0049;154;1;1;1;154;79030;0.0002;0.0089;79705;79100;0
"UnityEngine.CoreModule.dll!UnityEngine.SceneManagement::SceneManager.Internal_SceneUnloaded() [Invoke]";0.0045;0.0045;0.0045;79669;79669;79669;11;11;0.0044999998062849;0.0045;0.0045;0.0045;1;1;1;1;1;79669;0.0045;0.0045;79669;79669;0
"WaitForRenderJobs";0.0045;0.0014;0.049;80199;79772;79939;4;12;9.83089993800968;0.00491545;0.004;0.0052;6010;3;3;12;2000;79030;0.0002;0.0458;80180;79939;0.0051
"LowLevelPhysics2D.PhysicsWorld.Simulate";0.0045;0.0035;0.0324;80295;80597;80197;5;5;2.11389999743551;0.00516846;0.0041;0.0053;411;1;1;3;409;79031;0.0014;0.0324;79113;80197;0.004
"TMP.RegisterTextElementForGraphicRebuild";0.0044;0.0024;0.0241;79147;79231;79208;6;12;1.08889997797087;0.005041203;0.0037;0.005299999;901;5;1;10;216;79030;0.0001;0.0227;79056;79208;0
"Physics2D.SolveDiscreteTraversal";0.0044;0.0015;0.0267;79370;79679;79113;7;7;1.14959999616258;0.0059875;0.003;0.0079;194;1;1;3;192;79031;0.0015;0.0216;79679;79086;0
"RenderForwardOpaque.Render";0.0044;0.0031;0.0375;80122;79993;79987;6;6;10.3224999669474;0.00516125;0.004;0.0051;2001;1;1;2;2000;79030;0.0031;0.0375;79993;79987;0.0131
"UnityEngine.UI.dll!UnityEngine.UI::Slider.OnRectTransformDimensionsChange() [Invoke]";0.0043;0.0043;0.0043;79034;79034;79034;9;9;0.00430000014603138;0.0043;0.0043;0.0043;1;1;1;1;1;79034;0.0043;0.0043;79034;79034;0
"Physics2D.WriteTransforms";0.0043;0.0012;0.0256;79319;79771;79086;5;5;0.963999994331971;0.005020833;0.0028;0.0062;194;1;1;3;192;79031;0.0012;0.0256;79771;79086;0
"UnityEngine.UI.dll!UnityEngine.EventSystems::BaseInputModule.OnDisable() [Invoke]";0.0043;0.0043;0.0043;79669;79669;79669;13;13;0.00430000014603138;0.0043;0.0043;0.0043;1;1;1;1;1;79669;0.0043;0.0043;79669;79669;0
"TimeUpdate.WaitForLastPresentationAndUpdateTime";0.0043;0.0024;0.0508;80623;80095;80440;3;3;9.48419996071607;0.0047421;0.0037;0.0051;2000;1;1;1;2000;79030;0.0024;0.0508;80095;80440;0.0048
"UnityEngine.UI.dll!UnityEngine.EventSystems::UIBehaviour.OnDestroy() [Invoke]";0.0043;0.0043;0.0043;79669;79669;79669;11;11;0.00429999968037009;0.0043;0.0043;0.0043;33;33;33;33;1;79669;0;0.0003;79669;79669;0
"Assembly-CSharp.dll!::BuildModeController.Update() [Invoke]";0.0042;0.0035;0.0219;79471;79123;79398;5;5;3.06079999590293;0.004789984;0.0039;0.0048;639;1;1;1;639;79030;0.0035;0.0219;79123;79398;0
"Layout";0.0039;0.0029;0.2611;79336;80577;79669;7;7;8.988299962366;0.00449415;0.0036;0.0044;2000;1;1;1;2000;79030;0.0029;0.2611;80577;79669;0.0031
"Assembly-CSharp.dll!::Pathfinder.MoveToPath() [Coroutine: MoveNext] [Invoke]";0.0039;0.0024;0.0219;79557;79193;79271;5;6;2.00989998993464;0.00453702;0.0035;0.0049;443;1;1;1;443;79030;0.0024;0.0219;79193;79271;0
"UnityEngine.UI.dll!UnityEngine.UI::LayoutElement.OnEnable() [Invoke]";0.0038;0.0038;0.0038;79669;79669;79669;11;11;0.00380000006407499;0.0038;0.0038;0.0038;1;1;1;1;1;79669;0.0038;0.0038;79669;79669;0
